date,pctChg
2013-06-19,-0.733431
2013-06-20,-2.772773
2013-06-21,-0.524276
2013-06-24,-5.299322
2013-06-25,-0.189836
2013-06-26,-0.408932
2013-06-27,-0.075945
2013-06-28,1.497073
2013-07-01,0.810218
2013-07-02,0.567255
2013-07-03,-0.612596
2013-07-04,0.593204
2013-07-05,0.054880
2013-07-08,-2.437527
2013-07-09,0.366702
2013-07-10,2.171101
2013-07-11,3.230125
2013-07-12,-1.616264
2013-07-15,0.975929
2013-07-16,0.307376
2013-07-17,-1.006815
2013-07-18,-1.052656
2013-07-19,-1.519626
2013-07-22,0.607935
2013-07-23,1.951055
2013-07-24,-0.516029
2013-07-25,-0.597790
2013-07-26,-0.510791
2013-07-29,-1.717878
2013-07-30,0.696144
2013-07-31,0.187682
2013-08-01,1.768888
2013-08-02,0.017296
2013-08-05,1.037883
2013-08-06,0.488619
2013-08-07,-0.665957
2013-08-08,-0.091995
2013-08-09,0.358947
2013-08-12,2.389972
2013-08-13,0.231908
2013-08-14,-0.285783
2013-08-15,-0.869328
2013-08-16,-0.644993
2013-08-19,0.829130
2013-08-20,-0.623661
2013-08-21,0.017657
2013-08-22,-0.281574
2013-08-23,-0.467607
2013-08-26,1.896326
2013-08-27,0.338319
2013-08-28,-0.107716
2013-08-29,-0.193879
2013-08-30,0.055074
2013-09-02,0.003141
2013-09-03,1.175348
2013-09-04,0.212229
2013-09-05,-0.243840
2013-09-06,0.827494
2013-09-09,3.388945
2013-09-10,1.151078
2013-09-11,0.146747
2013-09-12,0.639679
2013-09-13,-0.859545
2013-09-16,-0.215371
2013-09-17,-2.054352
2013-09-18,0.287845
2013-09-23,1.331882
2013-09-24,-0.608405
2013-09-25,-0.408425
2013-09-26,-1.942484
2013-09-27,0.195658
2013-09-30,0.677674
2013-10-08,1.082187
2013-10-09,0.617327
2013-10-10,-0.942236
2013-10-11,1.698688
2013-10-14,0.432061
2013-10-15,-0.194874
2013-10-16,-1.806121
2013-10-17,-0.206650
2013-10-18,0.239339
2013-10-21,1.616253
2013-10-22,-0.833692
2013-10-23,-1.246020
2013-10-24,-0.860467
2013-10-25,-1.449273
2013-10-28,0.042843
2013-10-29,-0.234545
2013-10-30,1.484307
2013-10-31,-0.872446
2013-11-01,0.371122
2013-11-04,0.003351
2013-11-05,0.353826
2013-11-06,-0.817390
2013-11-07,-0.477052
2013-11-08,-1.092935
2013-11-11,0.158775
2013-11-12,0.820159
2013-11-13,-1.825821
2013-11-14,0.601798
2013-11-15,1.681538
2013-11-18,2.874394
2013-11-19,-0.186326
2013-11-20,0.615015
2013-11-21,-0.038381
2013-11-22,-0.425620
2013-11-25,-0.467267
2013-11-26,-0.139151
2013-11-27,0.824392
2013-11-28,0.831505
2013-11-29,0.050998
2013-12-02,-0.591434
2013-12-03,0.693079
2013-12-04,1.308878
2013-12-05,-0.208680
2013-12-06,-0.443026
2013-12-09,0.048815
2013-12-10,-0.031633
2013-12-11,-1.489432
2013-12-12,-0.062160
